0	0	0	0	0
0	0	0	50	0.771817
0	0	0	100	0.759934
0	0	0	500	0.723306
0	0	0	1000	0.693578
0	0	0	2000	0.653757
0	0	0	5000	0.606226
0	0	0.1	0	0
0	0	0.1	50	0.771817
0	0	0.1	100	0.759934
0	0	0.1	500	0.723306
0	0	0.1	1000	0.693578
0	0	0.1	2000	0.653757
0	0	0.1	5000	0.606226
0	0	0.2	0	0
0	0	0.2	50	0.771817
0	0	0.2	100	0.759934
0	0	0.2	500	0.723306
0	0	0.2	1000	0.693578
0	0	0.2	2000	0.653757
0	0	0.2	5000	0.606226
0	0	0.3	0	0
0	0	0.3	50	0.771817
0	0	0.3	100	0.759934
0	0	0.3	500	0.723306
0	0	0.3	1000	0.693578
0	0	0.3	2000	0.653757
0	0	0.3	5000	0.606226
0	0	0.4	0	0
0	0	0.4	50	0.771817
0	0	0.4	100	0.759934
0	0	0.4	500	0.723306
0	0	0.4	1000	0.693578
0	0	0.4	2000	0.653757
0	0	0.4	5000	0.606226
0	0	0.5	0	0
0	0	0.5	50	0.771817
0	0	0.5	100	0.759934
0	0	0.5	500	0.723306
0	0	0.5	1000	0.693578
0	0	0.5	2000	0.653757
0	0	0.5	5000	0.606226
0	0	0.6	0	0
0	0	0.6	50	0.771817
0	0	0.6	100	0.759934
0	0	0.6	500	0.723306
0	0	0.6	1000	0.693578
0	0	0.6	2000	0.653757
0	0	0.6	5000	0.606226
0	0	0.7	0	0
0	0	0.7	50	0.771817
0	0	0.7	100	0.759934
0	0	0.7	500	0.723306
0	0	0.7	1000	0.693578
0	0	0.7	2000	0.653757
0	0	0.7	5000	0.606226
0	0	0.8	0	0
0	0	0.8	50	0.771817
0	0	0.8	100	0.759934
0	0	0.8	500	0.723306
0	0	0.8	1000	0.693578
0	0	0.8	2000	0.653757
0	0	0.8	5000	0.606226
0	0	0.9	0	0
0	0	0.9	50	0.771817
0	0	0.9	100	0.759934
0	0	0.9	500	0.723306
0	0	0.9	1000	0.693578
0	0	0.9	2000	0.653757
0	0	0.9	5000	0.606226
0	0	1	0	0
0	0	1	50	0.771817
0	0	1	100	0.759934
0	0	1	500	0.723306
0	0	1	1000	0.693578
0	0	1	2000	0.653757
0	0	1	5000	0.606226
0	0.1	0	0	0
0	0.1	0	50	0.771817
0	0.1	0	100	0.759934
0	0.1	0	500	0.723306
0	0.1	0	1000	0.693578
0	0.1	0	2000	0.653757
0	0.1	0	5000	0.606226
0	0.1	0.1	0	0
0	0.1	0.1	50	0.782978
0	0.1	0.1	100	0.774249
0	0.1	0.1	500	0.731385
0	0.1	0.1	1000	0.700534
0	0.1	0.1	2000	0.660474
0	0.1	0.1	5000	0.611904
0	0.1	0.2	0	0
0	0.1	0.2	50	0.782772
0	0.1	0.2	100	0.772761
0	0.1	0.2	500	0.733821
0	0.1	0.2	1000	0.70223
0	0.1	0.2	2000	0.660418
0	0.1	0.2	5000	0.612797
0	0.1	0.3	0	0
0	0.1	0.3	50	0.782784
0	0.1	0.3	100	0.772954
0	0.1	0.3	500	0.73218
0	0.1	0.3	1000	0.702247
0	0.1	0.3	2000	0.66155
0	0.1	0.3	5000	0.612625
0	0.1	0.4	0	0
0	0.1	0.4	50	0.78208
0	0.1	0.4	100	0.773455
0	0.1	0.4	500	0.732825
0	0.1	0.4	1000	0.702709
0	0.1	0.4	2000	0.662376
0	0.1	0.4	5000	0.613469
0	0.1	0.5	0	0
0	0.1	0.5	50	0.781974
0	0.1	0.5	100	0.772597
0	0.1	0.5	500	0.73179
0	0.1	0.5	1000	0.701077
0	0.1	0.5	2000	0.662488
0	0.1	0.5	5000	0.613281
