0.01	0	500	0.774058
0.01	0.1	500	0.786265
0.01	0.2	500	0.78774
0.01	0.3	500	0.787278
0.01	0.4	500	0.788868
0.01	0.5	500	0.789534
0.01	0.6	500	0.791149
0.01	0.7	500	0.791334
0.01	0.8	500	0.792947
0.01	0.9	500	0.792203
0.01	1	500	0.796474
0.5	0	500	0.774032
0.5	0.1	500	0.7927
0.5	0.2	500	0.743161
0.5	0.3	500	0.67864
0.5	0.4	500	0.623075
0.5	0.5	500	0.574399
0.5	0.6	500	0.522215
0.5	0.7	500	0.48133
0.5	0.8	500	0.446499
0.5	0.9	500	0.422324
0.5	1	500	0.394676
1	0	500	0.774032
1	0.1	500	0.773759
1	0.2	500	0.67864
1	0.3	500	0.602443
1	0.4	500	0.522188
1	0.5	500	0.462345
1	0.6	500	0.422145
1	0.7	500	0.384639
1	0.8	500	0.363216
1	0.9	500	0.347306
1	1	500	0.335741
1.1	0	500	0.774032
1.1	0.1	500	0.768472
1.1	0.2	500	0.668667
1.1	0.3	500	0.591047
1.1	0.4	500	0.508275
1.1	0.5	500	0.451103
1.1	0.6	500	0.413292
1.1	0.7	500	0.377315
1.1	0.8	500	0.355485
1.1	0.9	500	0.341967
1.1	1	500	0.331608
1.2	0	500	0.774032
1.2	0.1	500	0.766851
1.2	0.2	500	0.664959
1.2	0.3	500	0.580463
1.2	0.4	500	0.497445
1.2	0.5	500	0.442427
1.2	0.6	500	0.399348
1.2	0.7	500	0.369062
1.2	0.8	500	0.350095
1.2	0.9	500	0.336682
1.2	1	500	0.328349
1.3	0	500	0.774032
1.3	0.1	500	0.765593
1.3	0.2	500	0.655133
1.3	0.3	500	0.569404
1.3	0.4	500	0.488799
1.3	0.5	500	0.433235
1.3	0.6	500	0.39019
1.3	0.7	500	0.364028
1.3	0.8	500	0.346268
1.3	0.9	500	0.334225
1.3	1	500	0.326096
1.4	0	500	0.774032
1.4	0.1	500	0.759174
1.4	0.2	500	0.648816
1.4	0.3	500	0.556668
1.4	0.4	500	0.48109
1.4	0.5	500	0.42631
1.4	0.6	500	0.384639
1.4	0.7	500	0.35807
1.4	0.8	500	0.342632
1.4	0.9	500	0.331066
1.4	1	500	0.324743
1.5	0	500	0.774017
1.5	0.1	500	0.754125
1.5	0.2	500	0.643469
1.5	0.3	500	0.550278
1.5	0.4	500	0.474792
1.5	0.5	500	0.422145
1.5	0.6	500	0.380474
1.5	0.7	500	0.354975
1.5	0.8	500	0.338721
1.5	0.9	500	0.328976
1.5	1	500	0.323677
1.6	0	500	0.774017
1.6	0.1	500	0.752357
1.6	0.2	500	0.636425
1.6	0.3	500	0.543177
1.6	0.4	500	0.466555
1.6	0.5	500	0.415347
1.6	0.6	500	0.375651
1.6	0.7	500	0.351525
1.6	0.8	500	0.336682
1.6	0.9	500	0.327484
1.6	1	500	0.32222
1.7	0	500	0.774017
1.7	0.1	500	0.750746
1.7	0.2	500	0.634875
1.7	0.3	500	0.537334
1.7	0.4	500	0.460688
1.7	0.5	500	0.41325
1.7	0.6	500	0.371667
1.7	0.7	500	0.349048
1.7	0.8	500	0.335057
1.7	0.9	500	0.325872
1.7	1	500	0.32108
1.8	0	500	0.774017
1.8	0.1	500	0.746778
1.8	0.2	500	0.629437
1.8	0.3	500	0.5343
1.8	0.4	500	0.456946
1.8	0.5	500	0.405896
1.8	0.6	500	0.368452
1.8	0.7	500	0.347306
1.8	0.8	500	0.33346
1.8	0.9	500	0.325074
1.8	1	500	0.320462
1.9	0	500	0.774017
1.9	0.1	500	0.746074
1.9	0.2	500	0.62648
1.9	0.3	500	0.528279
1.9	0.4	500	0.45139
1.9	0.5	500	0.399168
1.9	0.6	500	0.364873
1.9	0.7	500	0.345087
1.9	0.8	500	0.331263
1.9	0.9	500	0.324031
1.9	1	500	0.319565
2	0	500	0.774017
2	0.1	500	0.743117
2	0.2	500	0.623075
2	0.3	500	0.522242
2	0.4	500	0.446499
2	0.5	500	0.39464
2	0.6	500	0.363216
2	0.7	500	0.342632
2	0.8	500	0.329867
2	0.9	500	0.323677
2	1	500	0.319132
2.1	0	500	0.774017
2.1	0.1	500	0.741887
2.1	0.2	500	0.621313
2.1	0.3	500	0.517729
2.1	0.4	500	0.443589
2.1	0.5	500	0.39021
2.1	0.6	500	0.358897
2.1	0.7	500	0.340764
2.1	0.8	500	0.328647
2.1	0.9	500	0.322841
2.1	1	500	0.317637
2.2	0	500	0.774017
2.2	0.1	500	0.741278
2.2	0.2	500	0.617274
2.2	0.3	500	0.51321
2.2	0.4	500	0.441004
2.2	0.5	500	0.387084
2.2	0.6	500	0.357154
2.2	0.7	500	0.338458
2.2	0.8	500	0.328034
2.2	0.9	500	0.321891
2.2	1	500	0.317295
2.3	0	500	0.774017
2.3	0.1	500	0.740828
2.3	0.2	500	0.612703
2.3	0.3	500	0.508526
2.3	0.4	500	0.436569
2.3	0.5	500	0.384701
2.3	0.6	500	0.355485
2.3	0.7	500	0.336968
2.3	0.8	500	0.327074
2.3	0.9	500	0.32118
2.3	1	500	0.316501
